real_estate_link,license_number,license_type,legal_form,arabic_trade_name,english_trade_name,license_start_date,license_expiry_date,activities,est_banning_status,area
https://eservices.ajmanded.ae/en/TradeLicense/License/0b1b8e23-fd08-446c-85ba-0b822fceb5fa,50323,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (شيخ حسن دست محمد ),(REAL ESTATE INVESTMENT EST (SHAIKH HASAN DOST MUHAMMAD,26/02/2008,25/02/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/e1909277-f26a-48ba-a05c-e72285203ebc,50324,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (علي داخل جبر),(REAL ESTATE INVESTMENT EST (ALI D JABUR,26/02/2008,25/02/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/8517d27f-b427-4b08-bdce-cf0c19e88108,50325,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(نادية سكندر خان شريف الله جان),(REAL ESTATE INVESTMENT EST(NADIA SIKANDER KHAN JAN SHARIF,26/02/2008,25/02/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/a915ae78-2e93-4094-9501-7cd3e115695c,50326,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (شهيد اختر جهمان محمد),(REAL ESTATE INVESTMENT EST (SHAHID AKHTAR GHUMAN,26/02/2008,25/02/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/8b938637-501f-4e7d-856e-1a1ec6f11a90,50329,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(محمد جنيد عبدالغنى),(REAL ESTATE INVESTMENT EST (MUHAMMED JUNAID GHANI,26/02/2008,25/02/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/aa65af44-3535-4f9e-ba5a-54a26b65c4fe,50330,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(محمد سليم حاجى حسين),(REAL ESTATE INVESTMENT EST (MUHAMMAD SALIM HAII HUSSAN,17/02/2008,16/02/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/26092b0c-fe6e-4651-ba54-6f51c3bcb6c8,50336,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سيد محمد يوسف امام منصور),(REAL ESTATE INVESTMENT EST(SYED MUHAMMAD YOUSUF IMAM,17/02/2008,16/02/2010,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/9658c131-d05c-4edf-b314-92e29a9309a8,50367,Trade License,Sole Establishment,الطارق للعقارات,AL AL TAREQ REAL ESTATE,27/02/2008,26/02/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/67eb5ae6-db7a-4d79-a178-229b40cbf2bb,50372,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (فاروق بن حبيب حبيب الله ),(REAL ESTATE INVESTMENT EST (FAROOQ BIN HABIB HABIB ULLAH,03/03/2008,02/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/24beb059-c4b4-4c83-88ea-190c2be79052,50373,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عاليه على حسين),(REAL ESTATE INVESTMENT EST(ALIY A HUSSAIN,03/03/2008,02/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/cd8f4ac1-1d3b-46de-9ef3-f488f98d6d24,50427,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(دامودار برساد شارما ناند),(REAL ESTATE INVESTMENT EST (DAMODAR PRASAD SHARMA NAND,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/d1293579-8260-487f-9c38-ddca22ffa680,50428,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عارف بلوانى سليمان نور محمد),(REAL ESTATE INVESTMENT EST(ARIF BILWANI SULEMAN NOOR,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/99856a5d-7f25-406f-90a4-eadbc5b4a006,50430,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(غسان سمير بشير سعيد حديد),(REAL ESTATE INVESTMENT EST(GHASSAN SAMIR B GHASSAN,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/6052a970-aa3f-49b2-8446-792b223d1135,50433,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(طاهر علي نور الدين),(REAL ESTATE INVESTMENT EST(TAHIR ALINOOR UDDIN,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/80791212-5144-4e03-a8b2-c0f0b3c3b6da,50434,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(غادة مجيد احمد),(REAL ESTATE INVESTMENT EST(GHADA MAJEED AHMAD,05/03/2008,04/05/2010,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/a50ba29a-f06a-42b1-b5f6-a3774ad8b7f5,50435,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عبدالسميع عباس ابراهيم),(REAL ESTATE INVESTMENT EST(ABDAL SAMIAA A IBRAHIM,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/d7b06c21-1641-47cf-b2ad-b1aec97bf3f4,50437,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(علاء رعد رجب),(REAL ESTATE INVESTMENT EST(ALAA RAAD RAJAB,05/03/2008,04/01/2011,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/c3ce8bac-476a-4a50-8850-fa68ddb45382,50438,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سجاعتلى امير على),(REAL ESTATE INVESTMENT EST (SOUJATALY AMIR ALI,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/4a9d0b3a-0228-48d3-bf9c-6787446ecc52,50439,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(فاروق نعيم الدين صديقى نعيم),(REAL ESTATE INVESTMENT EST(FARRUKH NAIM SIDDIQUINAIM,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/dea6b05c-a486-43c6-94b4-d9ecef0fe990,50440,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(مروة صالح عطروز),(REAL ESTATE INVESTMENT EST(MARWA SALEH ATROOZ,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/fd66fab3-776b-4442-94d1-32dfec3e4d1d,50441,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(وقاص مؤيد شاكر),(REAL ESTATE INVESTMENT EST(WAQAS MUAYAD SHAKIR,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/b9f2249d-bfed-4d37-98c0-a920dc24a188,50442,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(بشير رحمت الله احمد),(REAL ESTATE INESTMENT EST (BASHIRREHMATULLAH AHMED,05/03/2008,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/307c7ce5-59ed-4140-9ea6-3a0bbdb8aa3a,50483,Trade License,Limited Liability Company,شركة النجمة العالمية للعقارات (ذ.م.م),(STAR  INTERNATIONAL REAL ESTATE (L.L.C,09/03/2008,08/03/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/a601cd15-b44f-4afa-b2cb-aafd220484c5,50515,Trade License,Limited Liability Company,قرية الاتحاد العقارية (ذ.م.م),(AL ITTIHAD VILLAGE REAL ESTATE (L.L.C,05/02/2008,02/04/2020,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha3
https://eservices.ajmanded.ae/en/TradeLicense/License/aab23f62-e1be-42a4-8a2e-4691596cfb4b,50516,Trade License,Sole Establishment,مركز سكاي للاستثمار العقاري,SKY REAL ESTATE INVSTMENT CENTER,11/03/2008,10/03/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/14c9d67e-7c11-4760-9a34-d115b2b68d06,50531,Trade License,Limited Liability Company,سات للعقارات (ذ.م.م),(SAT REAL ESTATE (L.L.C,04/03/2008,03/03/2009,['Land and Real Estate Purchase and Sale'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/7246426f-fd77-4bc3-99c2-589e2f8c9975,50554,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(احمد جاويد موسى),(REAL ESTATE INVESTMENT EST(AHMED JAWED MOOSA,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4cfdbe6f-0be9-4394-835c-562bec5ad8a7,50555,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(غلام حيدر خان جهارى جهيندر),(REAL ESTATE INVESTMENT EST(GHULAM HAIDER KHAN GHORY JEHANDAR,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/1e38c9ea-a80e-46b1-9054-d44f1aa7fa0d,50556,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(احمد اياد علوان),(REAL ESTATE INVESTMENT EST(HAMED A ALWAN,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/e359e7d8-9afb-4b66-a171-64b3c1d744c8,50557,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(يحيى حسيب يحيى دلال باشى),(REAL ESTATE INVESTMENT EST(YAHYA HASEEB YAHYA DALLAL,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/a5249bf9-0711-44ba-a656-f8219c1a35c6,50558,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(بلقيس لكهانى عبدالرزاق لكهانى),(REAL ESTATE INVESTMENT EST(BILQEES LAKHANI ABDUL RAZZAQ,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/086a94cd-ae22-4f5b-ab27-dfbe007b3b31,50559,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(جوى حمد سليمان),(REAL ESTATE INVESTMENT EST(HAWA HAMD SULLMAN,13/03/2008,12/03/2010,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4a9faac1-6fa8-45b4-a6ed-2702ef57d842,50561,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سيد رضا تقي فضلى بزاز),(REAL ESTATE INVESTMENT EST(SEYED REZA TAGHITAGH FAZLI BAZZAZ,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/2af86877-d6b0-4e69-84aa-e95fa8150f43,50562,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(حسين نعمه حسان),(REAL ESTATE INVESTMENT EST(HUSAN N HASSAN,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/628eeb5b-978e-471a-b118-23ab5e0a085b,50563,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(نكهت غيور سيد عبدالغيور),(REAL ESTATE INVESTMENT EST(NIGHAT GAYOOR SYED ABDUL GAYOOR,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/1090f46d-a406-4ab6-a259-75f9d012ea76,50564,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سليم موسى اسماعيل),(REAL ESTATE INVESTMENT EST(SALIM MUSSA ESMAIL,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/a1500252-9619-45dd-b916-5db8522bbf8d,50565,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(مرتضى علي توكلى),(REAL ESTATE INVESTMENT EST(MORTEZA ALI TAVAKOLI,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/61bf9105-1536-4efc-89cf-f5418d051097,50568,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سامي شباط),(REAL ESTATE INVESTMENT EST(SAMMY A SHUBAT,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/fbd7f22e-65d1-49f2-8936-b6044debc824,50570,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عبدالكريم عبدالله سلمان),(REAL ESTATE INVESTMENT EST(ABDULKAREEM ABDULLAH SALMAN,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/2498b0ad-b3f1-4e93-a894-e98b577650fb,50571,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (نسرين رضا مهرو),(REAL ESTATE INVESTMENT EST(NASRIN REZA MAHROO,13/03/2008,12/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/9de8f8d0-2f01-4ed1-b1c2-5c52b79c28cd,50574,Trade License,Limited Liability Company,جيجا للعقارات (ذ.م.م.),GIGA REAL ESTATE /L.L.C,09/03/2008,08/03/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/da014fb1-3113-4e71-acec-96f906a682db,50596,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (كارى بول كليمان),(REAL ESTATE INVESTMENT EST (KARY PAUL KLEMAN,18/03/2008,17/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/dd8441a1-5da0-45af-9212-0c31a87afcea,50634,Trade License,Limited Liability Company,دوراني للخدمات العقارية (ذ.م.م.),DURRANI REAL ESTATE SERVICES /L.L.C,25/02/2008,24/02/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/eff1dae1-e0c3-434f-bba8-1f8a9787adb4,50644,Trade License,Limited Liability Company,اوكي للعقارات (ذ.م.م),OK REAL ESTATE / L.LC,10/03/2008,09/03/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/060ba86a-027c-4721-9167-c9c7d6351fd8,50651,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عبدالله احمد محمد الكبسى),(REAL ESTATE INVESTMENT EST. (ABDULAH AHMED MOHAMMED,24/03/2008,23/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/c6b61fad-e75e-4377-af55-3ac658d9e390,50753,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عيشه بيبى لاتى عمر خان),(REAL ESTATE INVESTMENT EST (AISHA BIBI LATE UMARKHAN,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/29922b3b-ef71-491a-a469-d76ce507f0f6,50755,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (احمد سعيد اسعد الحسن),( REAL ESTATE INVESTMENT EST (AHMAD SAID ASAD AL HASAN,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/24e32102-69ae-4bf3-b307-441ee5dfbde4,50756,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (راضيا بيجم عابد برافيز ),( REAL ESTATE INVESTMENT EST ( RAZIA BEGUM ABID PARAVIZ,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/f251671c-515e-45e5-a052-72befa985c10,50757,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (الينا شاروفا ),( REAL ESTATE INVESTMENT EST ( ELENA SHAROVA,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/ab305dde-19ed-4570-8afd-155b011ae791,50758,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (فاضل احمد عزيز),(REAL ESTATE INVESTMENT EST (FADHIL AHMED AZIZ,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/2525f50a-9efb-4b90-a8d6-81dbcc628962,50760,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (حاجى محمد اكرم خان),(REAL ESTATE INVESTMENT EST. (HAJI MUHAMMAD AKRAM KHAN,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/28a8a1eb-d52b-45c0-b614-fcc8ca5b5465,50761,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (كريم عمر بهاى باتيل ),( REAL ESTATE INVESTMENT EST (KARIM UMARBH AI BATEL,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/25019b27-8360-4a97-bc84-c87748cf64df,50762,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد اقبال باتيل عثمان),(REAL ESTATE INVESTMENT EST. (MUHAMMED IQBAL PATEL USMAN,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/5c94a44a-319e-4a0e-a393-c049311fbf73,50763,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ضياء الحق نور الوهاب ),( REAL ESTATE INVESTMENT EST (ZU ULHAQ NOORUL WAHAB,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/b508ab60-335c-49f3-b277-2d27df2b4e6c,50764,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (دريد حسن على الجيلاوى ),( REAL ESTATE INVESTMENT EST ( DURAID HASAN ALI AL JAILAWI,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/df183e2f-366e-4b19-abc1-264a125f52b3,50765,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد سعد سعيد احمد),(REAL ESTATE INVESTMENT EST (MOHAMMED SAAD SAEED AHMED,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/8084dc57-7ddb-499f-9e0d-8a4e7e8c00e1,50766,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (خلف سعد سوارى),(REAL ESTATE INVESTMENT EST (KHALAF SAAD SAVARI,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/d6459356-0d47-4300-8ea5-31526f4bdf30,50767,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (خورم علي خان مشتاقي),(REAL ESTATE INVESTMENT EST. (KHURRAM ALI KHAN MUSHTAQ ALI,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/595898b2-3e4b-4b25-8394-835e63b5afe3,50768,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (اديب عبدالرحمن يعقوب),(REAL ESTATE INVESTMENT EST(ADEEB A YACOUB,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/0427a1a5-10be-430f-9c78-31490d25994c,50769,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد عمران محمد قاسم),(REAL ESTATE INVESTMENT EST. (HWAYDA J JINDEEL,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/5637c048-e354-4206-9b1c-bc7f2253cd04,50771,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (امان الله ابان حاجى),(REAL ESTATE INVESTMENT EST. (AMANULLAH ABBAN MUHMMAD ABBAN,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4e0883b2-d08c-4970-84a3-4f1646175137,50772,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (اكريستوفر ليتيا),(REAL ESTATE INVESTMENT EST (CHRISTOPHER LETTEY,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/5187558b-bbfa-417a-bb4c-c10479d95bf6,50773,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (انشومان راى اشيش),(REAL ESTATE INVESTMENT EST. (ANSHUMAN RAY ASHISH CHANDRY RAY,31/03/2008,30/03/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/5e399f52-8b0f-4942-916f-282f168aee3c,50776,Trade License,Sole Establishment,الشرق الاوسط للعقارات,MIDDLE EAST REAL ESTATE,31/03/2008,30/03/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/31b6f6fe-f6e4-41a2-82e0-7a73b6da64c3,50778,Trade License,Limited Liability Company,ايديال هوم للعقارات (ذ.م.م.),IDEAL HOME REAL ESTATE /L.L.C,26/03/2008,25/03/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/7c34c5fb-e9a5-488a-819a-18ee26b51d55,50819,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ميرزا منظور بايج),(REAL ESTATE INVESTMENT EST (MIRZA MANZOOR BAIG,06/04/2008,05/04/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/5ede9f91-115f-4c72-a525-5fd296a07fb9,50877,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (يوسف شاهزاد),(REAL ESTATE INVESTMENT EST. (YOUSAF SHAHZAD,09/04/2008,08/04/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/aa8b3c6a-0df3-4099-91ce-30e6498d0364,50878,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (كونستانتن فليمونوف),(REAL ESTATE INVESTMENT EST. ( KONSTANTIN FILIMONOV,09/04/2008,08/04/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/b3f4a9eb-dd0b-4661-bf83-c70531ae3f4d,50879,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد فاضل محمد نزير),(REAL ESTATE INVESTMENT EST. (MUHAMMAD FAZIL MUHAMMAD NAZIR,09/04/2008,08/04/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/6937d258-07f3-48bc-9b30-c749b3b8b2cf,50880,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (جوزيف فيكتور فيرناندز),(REAL ESTATE INVESTMENT EST. (JOSAPH VICTOR FERNANDES,09/04/2008,08/04/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/3ce5629d-47b5-4778-bee4-c253dfdf6f04,50881,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (مجتبا محمد حسين بردهان),(REAL ESTATE INVESTMENT EST. (MUJTABA MOHAMMED HUSSEIN PARDHAN,09/04/2008,08/04/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4a550914-ca0f-448a-ab39-aeba122de8e4,50882,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ميرزا محمود بايج),(REAL ESTATE INVESTMENT EST. (MIRZA MAHMOOD BAIG MIRZA IBRAHIM BAIG,09/04/2008,08/04/2009,['Private Funds Investment'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/1ac124d7-9717-4517-ab04-4ed06086c245,50883,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (شكرى مرعى خسن محمود),(REAL ESTATE INVESTMENT EST. (SHUKRI MARIE HASAN MAHMOUD,09/04/2008,08/04/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/13692d05-7101-4d66-b3c1-b19835b8816d,50975,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (صالح محمد احمد),(REAL ESTATE INVESTMENT EST (SALEH MOHAMMED AHMED,16/04/2008,15/04/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/a846e838-54c4-4ab0-966d-914d32bebaf3,50976,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (حنان الدين),(REAL ESTATE INVESTMENT EST (HANAN AL DEEN,16/04/2008,15/04/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/bd14ccb0-c83b-4161-b16d-32a3fe58cf97,50977,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد مصطفى ابراهيم ابوموسى),(REAL ESTATE INVESTMENT EST (MOHAMMED MOUSTAFA IBRAHIM ABU MOUSA,16/04/2008,15/04/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/b912f46d-039d-480e-9a94-0a0a72217832,50980,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (جابر نايف كليوش),(REAL ESTATE INVESTMENT EST (JABER NAYYEF GHALVOSH,16/04/2008,15/04/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/eee9bd9d-ca64-47ca-ba45-60753e4829c7,50981,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (نيران الطاهرى),(REAL ESTATE INVESTMENT EST (NIRAN ALTAHERI,16/04/2008,15/04/2009,['Private Funds Investment'],Unprohibited,Rashideya2
